Sat0_x,Sat1_x,Sat2_x,Sat3_x,Sat0_y,Sat1_y,Sat2_y,Sat3_y
10049.757104789172,9826.515354881196,9850.728685632483,10346.969290237606,10086.742322559401,10099.514209578345,9739.773032321795,9800.971580843308
10048.887208186054,9825.528903531003,9853.338375441841,10348.942192937995,10087.2355482345,10097.774416372105,9738.293355296504,9804.45116725579
10048.012422902853,9824.559899145064,9855.96273129144,10350.880201709873,10087.720050427468,10096.024845805707,9736.839848717595,9807.950308388587
10047.132836417373,9823.60843862301,9858.601490747878,10352.78312275398,10088.195780688495,10094.265672834748,9735.412657934516,9811.468654330503
10046.24853668753,9822.674617110102,9861.25438993741,10354.650765779796,10088.662691444948,10092.49707337506,9734.011925665154,9815.005853249879
10045.359612142558,9821.758527987713,9863.921163572326,10356.482944024574,10089.120736006143,10090.719224285116,9732.63779198157,9818.56155142977
10044.46615167417,9820.860262863991,9866.601544977488,10358.27947427202,10089.569868568005,10088.932303348342,9731.290394295986,9822.135393303317
10043.568244627671,9819.979911564698,9869.295266116986,10360.040176870601,10090.01004421765,10087.136489255343,9729.969867347048,9825.727021489314
10042.665980793015,9819.117562124235,9872.002057620954,10361.76487575153,10090.441218937882,10085.331961586031,9728.676343186353,9829.336076827936
10041.759450395835,9818.273300776824,9874.721648812492,10363.453398446352,10090.863349611589,10083.518900791672,9727.409951165235,9832.962198416657
10040.848744088416,9817.447211947896,9877.453767734753,10365.105576104208,10091.276394026052,10081.697488176831,9726.170817921844,9836.605023646338
10039.933952940628,9816.639378245647,9880.198141178118,10366.721243508708,10091.680310877176,10079.867905881254,9724.95906736847,9840.26418823749
10039.015168430824,9815.849880452774,9882.95449470753,10368.300239094455,10092.075059773613,10078.030336861646,9723.774820679158,9843.939326276708
10038.092482436688,9815.078797518396,9885.722552689935,10369.842404963209,10092.460601240802,10076.184964873377,9722.618196277594,9847.630070253246
10037.165987226053,9814.326206550166,9888.50203832184,10371.347586899667,10092.836896724917,10074.331974452107,9721.48930982525,9851.336051095786
10036.235775447667,9813.592182806555,9891.292673656997,10372.81563438689,10093.203908596723,10072.471550895334,9720.388274209832,9855.05689820933
10035.301940121934,9812.876799689322,9894.094179634201,10374.246400621354,10093.561600155339,10070.603880243865,9719.315199533985,9858.792239512268
10034.364574631605,9812.180128736187,9896.906276105186,10375.639742527626,10093.909935631908,10068.72914926321,9718.27019310428,9862.541701473581
10033.423772712451,9811.502239613661,9899.728681862649,10376.99552077268,10094.24888019317,10066.8475454249,9717.25335942049,9866.3049091502
10032.479628443878,9810.843200110092,9902.561114668368,10378.313599779816,10094.578399944954,10064.959256887756,9716.264800165138,9870.08148622449
10031.532236239527,9810.203076128882,9905.40329128142,10379.593847742235,10094.898461935558,10063.064472479055,9715.304614193325,9873.871055041893
10030.58169083783,9809.581931681896,9908.254927486512,10380.836136636206,10095.209034159052,10061.163381675658,9714.372897522846,9877.673236648685
10029.628087292533,9808.97982888306,9911.115738122404,10382.040342233877,10095.51008555847,10059.256174585063,9713.469743324593,9881.487650829873
10028.671520963195,9808.396827942155,9913.985437110414,10383.20634411569,10095.801586028923,10057.343041926391,9712.595241913232,9885.313916147217
10027.712087505655,9807.832987158785,9916.863737483032,10384.334025682429,10096.083506420608,10055.424175011312,9711.749480738179,9889.151649977377
10026.74988286246,9807.28836291656,9919.750351412624,10385.423274166877,10096.355818541719,10053.499765724917,9710.932544374842,9893.000468550164
10025.785003253268,9806.763009677454,9922.6449902402,10386.473980645094,10096.618495161274,10051.570006506534,9710.14451451618,9896.859986986932
10024.817545165237,9806.256979976348,9925.547364504288,10387.486040047306,10096.871510011826,10049.635090330474,9709.38546996452,9900.72981933905
10023.847605343371,9805.770324415791,9928.457183969884,10388.459351168418,10097.114837792104,10047.695210686745,9708.655486623687,9904.60957862651
10022.875280780845,9805.303091660937,9931.374157657461,10389.393816678128,10097.348454169532,10045.750561561692,9707.954637491404,9908.498876876616
10021.900668709304,9804.855328434669,9934.297993872087,10390.289343130664,10097.572335782666,10043.801337418608,9707.282992652003,9912.397325162783
10020.923866589143,9804.427079512936,9937.228400232574,10391.145840974126,10097.786460243531,10041.847733178283,9706.640619269405,9916.304533643432
10019.944972099758,9804.018387720278,9940.165083700727,10391.963224559446,10097.990806139862,10039.889944199515,9706.027581580416,9920.220111600971
10018.964083129784,9803.629293925527,9943.10775061065,10392.741412148944,10098.185353037235,10037.928166259568,9705.443940888292,9924.143667480866
10017.9812977673,9803.259837037745,9946.0561066981,10393.48032592451,10098.370081481127,10035.9625955346,9704.889755556616,9928.0748089308
10016.996714290024,9802.910054002308,9949.009857129928,10394.179891995384,10098.544972998847,10033.993428580048,9704.365081003461,9932.013142839904
10016.010431155482,9802.57997979723,9951.968706533551,10394.840040405541,10098.710010101386,10032.020862310967,9703.869969695845,9935.958275378067
10015.02254699117,9802.269647429655,9954.932359026494,10395.460705140687,10098.865176285171,10030.045093982337,9703.404471144484,9939.909812035326
10014.033160584673,9801.979087932565,9957.900518245979,10396.04182413487,10099.010456033719,10028.066321169348,9702.968631898846,9943.867357661306
10013.042370873814,9801.708330361662,9960.872887378557,10396.583339276674,10099.145834819168,10026.084741747629,9702.562495542494,9947.830516504742
10012.050276936736,9801.457401792482,9963.84916918979,10397.085196415035,10099.271299103759,10024.100553873473,9702.186102688724,9951.798892253053
10011.056977982007,9801.22632731767,9966.829066053979,10397.547345364657,10099.386836341164,10022.113955964014,9701.839490976507,9955.772088071972
10010.062573338693,9801.015130044483,9969.81227998392,10397.969739911032,10099.492434977758,10020.125146677387,9701.522695066726,9959.749706645227
10009.06716244643,9800.823831092472,9972.798512660707,10398.352337815057,10099.588084453764,10018.134324892862,9701.235746638707,9963.731350214277
10008.07084484548,9800.65244959137,9975.78746546356,10398.695100817258,10099.673775204314,10016.14168969096,9700.978674387057,9967.71662061808
10007.07372016677,9800.50100267919,9978.77883949969,10398.997994641622,10099.749498660405,10014.147440333541,9700.751504018785,9971.705119332919
10006.075888121939,9800.36950550049,9981.772335634185,10399.26098899902,10099.815247249755,10012.151776243878,9700.554258250735,9975.696447512246
10005.077448493357,9800.257971204883,9984.767654519927,10399.484057590233,10099.871014397559,10010.154896986716,9700.386956807324,9979.690206026567
10004.078501124159,9800.166410945705,9987.764496627522,10399.66717810859,10099.916794527147,10008.157002248317,9700.249616418558,9983.685995503363
10003.079145908247,9800.094833878904,9990.76256227526,10399.810332242192,10099.952583060547,10006.158291816493,9700.142250818357,9987.683416367014
10002.07948278031,9800.043247162128,9993.761551659072,10399.913505675742,10099.978376418936,10004.158965560619,9700.064870743194,9991.682068878763
10001.079611705827,9800.011655954007,9996.76116488252,10399.976688091987,10099.994172022996,10002.159223411654,9700.01748393101,9995.681553176693
10000.079632671073,9800.000063413632,9999.76110198678,10399.999873172734,10099.999968293183,10000.159265342147,9700.00009512045,9999.681469315707
9999.079645673119,9800.008470700252,10002.761062980642,10399.983058599497,10099.995764649873,9998.15929134624,9700.012706050378,10003.681417307524
9998.07975070983,9800.036876973141,10005.760747870509,10399.926246053716,10099.981561513428,9996.159501419661,9700.055315459713,10007.680997160676
9997.08004776987,9800.085279391698,10008.759856690387,10399.829441216601,10099.95736030415,9994.160095539743,9700.127919087548,10011.679808920515
9996.0806368227,9800.153673115721,10011.758089531897,10399.692653768556,10099.92316344214,9992.161273645403,9700.230509673584,10015.677452709195
9995.081617808582,9800.242051305895,10014.75514657425,10399.51589738821,10099.878974347052,9990.163235617167,9700.363076958844,10019.673528765668
9994.083090628585,9800.350405124473,10017.750728114244,10399.299189751053,10099.824797437763,9988.166181257171,9700.52560768671,10023.66763748566
9993.085155134593,9800.478723736165,10020.744534596219,10399.04255252767,10099.760638131916,9986.170310269188,9700.718085604249,10027.659379461624
9992.087911119326,9800.626994309216,10023.73626664202,10398.746011381567,10099.686502845392,9984.175822238652,9700.940491463823,10031.648355522693
9991.091458306355,9800.795202016692,10026.725625080937,10398.409595966616,10099.602398991654,9982.182916612708,9701.192803025038,10035.634166774584
9990.095896340128,9800.983330037963,10029.712310979618,10398.033339924072,10099.508334981017,9980.191792680254,9701.474995056946,10039.616414639491
9989.101324776013,9801.191359560386,10032.696025671961,10397.61728087923,10099.404320219808,9978.202649552026,9701.787039340577,10043.594700895948
9988.107843070338,9801.419269781176,10035.676470788983,10397.161460437648,10099.290365109411,9976.215686140678,9702.128904671765,10047.568627718645
9987.115550570448,9801.667037909507,10038.653348288657,10396.665924180987,10099.166481045248,9974.231101140895,9702.50055686426,10051.53779771821
9986.124546504761,9801.934639168769,10041.626360485714,10396.130721662463,10099.032680415616,9972.249093009525,9702.901958753153,10055.50181398095
9985.134929972864,9802.22204679906,10044.595210081408,10395.55590640188,10098.88897660047,9970.269859945727,9703.333070198589,10059.460280108546
9984.146799935581,9802.529232059856,10047.559600193259,10394.941535880287,10098.735383970072,9968.29359987116,9703.793848089785,10063.41280025768
9983.160255205092,9802.85616423289,10050.519234384723,10394.28767153422,10098.571917883555,9966.320510410185,9704.284246349334,10067.358979179631
9982.175394435051,9803.202810625213,10053.473816694848,10393.594378749574,10098.398594687395,9964.350788870102,9704.804215937818,10071.298422259797
9981.192316110712,9803.569136572476,10056.423051667864,10392.861726855048,10098.215431713761,9962.384632221425,9705.353704858715,10075.230735557152
9980.21111853909,9803.95510544239,10059.366644382733,10392.089789115218,10098.022447278805,9960.422237078179,9705.932658163587,10079.155525843644
9979.231899839122,9804.360678638392,10062.304300482636,10391.278642723219,10097.819660680805,9958.463799678244,9706.541017957587,10083.072400643514
9978.254757931863,9804.785815603494,10065.23572620441,10390.42836879301,10097.607092198252,9956.509515863727,9707.178723405243,10086.980968272546
9977.27979053069,9805.23047382436,10068.160628407926,10389.539052351278,10097.384763087819,9954.559581061383,9707.845710736541,10090.880837877236
9976.307095131533,9805.694608835536,10071.078714605403,10388.610782328926,10097.152695582232,9952.614190263064,9708.541913253306,10094.77161947387
9975.336769003117,9806.178174223909,10073.98969299065,10387.643651552182,10096.910912888046,9950.673538006233,9709.267261335863,10098.652923987534
9974.368909177248,9806.68112163334,10076.893272468256,10386.637756733318,10096.65943918333,9948.737818354495,9710.021682450011,10102.52436329101
9973.403612439102,9807.203400769511,10079.789162682693,10385.59319846098,10096.398299615244,9946.807224878205,9710.805101154265,10106.385550243593
9972.44097531755,9807.74495940494,10082.677074047353,10384.51008119012,10096.12752029753,9944.881950635097,9711.61743910741,10110.236098729805
9971.481094075498,9808.305743384217,10085.556717773507,10383.388513231566,10095.84712830789,9942.962188150996,9712.458615076326,10114.075623698009
9970.524064700274,9808.885696629412,10088.427805899179,10382.228606741177,10095.557151685294,9941.048129400548,9713.328544944117,10117.903741198905
9969.569982894016,9809.48476114568,10091.29005131795,10381.030477708639,10095.257619427159,9939.139965788034,9714.227141718522,10121.720068423932
9968.618944064112,9810.102877027073,10094.143167807664,10379.794245945852,10094.948561486462,9937.237888128224,9715.15431554061,10125.524223743552
9967.67104331365,9810.739982462517,10096.98687005905,10378.520035074966,10094.630008768741,9935.342086627299,9716.109973693776,10129.315826745402
9966.726375431916,9811.396013741998,10099.820873704253,10377.207972516004,10094.301993129002,9933.452750863831,9717.094020612996,10133.094498272338
9965.78503488491,9812.070905262935,10102.64489534527,10375.85818947413,10093.964547368532,9931.570069769821,9718.106357894403,10136.85986046036
9964.847115805904,9812.764589536739,10105.458652582287,10374.470820926523,10093.61770523163,9929.694231611807,9719.146884305108,10140.611536776383
9963.912711986024,9813.47699719556,10108.26186404193,10373.04600560888,10093.26150140222,9927.825423972046,9720.21549579334,10144.349152055907
9962.981916864872,9814.208056999227,10111.054249405386,10371.583886001548,10092.895971500388,9925.963833729742,9721.31208549884,10148.072332540514
9962.054823521185,9814.957695842366,10113.835529436446,10370.084608315266,10092.521152078816,9924.109647042369,9722.43654376355,10151.780705915262
9961.131524663524,9815.72583876172,10116.605426009426,10368.548322476558,10092.137080619139,9922.26304932705,9723.588758142581,10155.4739013459
9960.212112621008,9816.512408943638,10119.363662136975,10366.975182112725,10091.74379552818,9920.424225242017,9724.768613415457,10159.151549515966
9959.296679334073,9817.317327731755,10122.10996199778,10365.36534453649,10091.341336134123,9918.593358668148,9725.975991597632,10162.813282663707
9958.385316345286,9818.140514634864,10124.844050964142,10363.718970730273,10090.929742682569,9916.770632690572,9727.210771952296,10166.458734618856
9957.478114790185,9818.98188733496,10127.565655629445,10362.036225330081,10090.50905633252,9914.95622958037,9728.47283100244,10170.08754083926
9956.57516538817,9819.841361695475,10130.27450383549,10360.31727660905,10090.079319152263,9913.15033077634,9729.762042543212,10173.69933844732
9955.67655843343,9820.718851769689,10132.970324699712,10358.562296460625,10089.640574115156,9911.353116866858,9731.078277654531,10177.293766266283
9954.782383785909,9821.614269809324,10135.652848642274,10356.771460381351,10089.192865095338,9909.564767571817,9732.421404713987,10180.870464856365
9953.892730862328,9822.527526273325,10138.321807413015,10354.94494745335,10088.736236863337,9907.785461724658,9733.791289409988,10184.429076550685
9953.00768862724,9823.458529836806,10140.97693411828,10353.082940326389,10088.270735081598,9906.01537725448,9735.187794755208,10187.96924549104
9952.127345584127,9824.407187400184,10143.617963247616,10351.18562519963,10087.796406299907,9904.254691168257,9736.610781100277,10191.490617663489
9951.251789766564,9825.373404098496,10146.244630700308,10349.253191803007,10087.313297950752,9902.503579533128,9738.060106147745,10194.992840933744
9950.3811087294,9826.357083310877,10148.856673811799,10347.285833378246,10086.82145834456,9900.7622174588,9739.535624966316,10198.475565082399
9949.515389540014,9827.358126670226,10151.453831379957,10345.28374665955,10086.320936664888,9899.030779080029,9741.037190005338,10201.938441839942
9948.654718769603,9828.376434073038,10154.035843691188,10343.247131853923,10085.811782963481,9897.309437539208,9742.564651109557,10205.381124921583
9947.799182484529,9829.411903689424,10156.602452546413,10341.176192621151,10085.294048155287,9895.598364969059,9744.117855534138,10208.803270061882
9946.948866237706,9830.464431973285,10159.153401286883,10339.071136053428,10084.767784013357,9893.89773247541,9745.696647959929,10212.204535049177
9946.10385506005,9831.53391367267,10161.688434819853,10336.932172654659,10084.233043163664,9892.207710120098,9747.300870509007,10215.584579759805
