P_sat0,P_sat1,P_sat2,P_sat3,Phi_sat0,Phi_sat1,Phi_sat2,Phi_sat3
9738.843344720783,9504.470134318251,9546.221277817502,10026.872336413297,14825.822789231404,17559.87051154488,18537.2899063967,15028.977700474052
9729.479103936286,9525.752437004507,9565.902555375984,10053.139345329782,14745.036098452058,17536.31941163909,18454.32307983492,15077.782855705545
9733.439781924028,9528.467954439624,9568.617980885743,10052.280962310022,14738.629151295863,17566.213498588582,18625.19054624197,15108.80888465521
9750.803783735437,9518.24839119814,9558.264926827758,10057.93239008213,14734.442796213267,17501.236767056427,18603.76930734934,15048.569061420973
9731.187495714072,9526.610447677484,9571.577044882872,10045.373738597464,14847.901604797915,17498.04283133741,18622.880712604663,15062.458647808899
9736.578449630591,9509.753074135106,9562.684253613674,10047.002114736417,14761.421124739838,17507.19400136866,18548.40905152704,14988.077415002208
9734.049627053886,9512.975357472224,9551.69928315708,10052.628725495755,14756.783312703106,17627.16144096982,18574.20667015196,15107.7395144331
9715.025695835004,9491.322014036357,9556.693649599083,10055.314924570075,14687.133340532771,17507.07487810381,18642.77683894065,15042.910307874743
9712.51241738747,9495.883673561211,9559.679490852528,10043.266471147055,14723.074458061657,17477.103695237856,18500.83286442202,15089.08253096844
9720.120832503848,9480.798632007223,9573.667792687045,10050.61877320744,14750.106488907197,17483.60234465929,18512.03064584796,15066.111745450653
9719.88157268019,9501.913702680422,9558.904204444882,10044.171231230708,14770.033835458338,17583.99285582044,18649.061260660812,15022.778454551019
9730.965983701413,9530.805518121775,9577.565934591086,10060.167405533439,14702.132362878776,17431.0411287929,18568.7310064566,15106.439825168723
9756.244990910714,9526.199832339995,9603.67208145162,10069.151937803183,14685.43954614199,17532.85228345292,18561.796860282102,15030.848593878494
9717.19880923052,9512.647453427937,9604.712572662389,10078.277508514588,14755.022283285347,17516.520973610488,18542.400290522113,15097.277904715627
9726.34988989675,9508.259363651156,9609.406734785567,10074.907524892802,14746.461265454433,17531.88972021019,18632.55446641916,15015.631242188772
9764.513542709237,9522.740358380386,9633.890890440262,10083.170740676427,14743.615920953884,17555.245893079362,18606.254772110664,15112.975808411413
9735.455497853778,9529.8978496459,9613.668718231484,10100.95507308825,14752.635849695222,17559.422418476985,18696.20495530966,15106.079209238553
9725.747390792254,9523.162799037786,9629.342046811584,10099.633842518786,14708.212221057302,17477.558393822976,18603.098251982683,15137.74209456949
9738.078480567512,9516.485747808138,9617.681045675186,10098.249270011285,14730.037611316688,17481.460560402287,18623.822065352117,15007.38312302023
9720.805005112219,9486.655363281996,9625.475790455495,10063.158733277329,14752.023258236777,17512.876835719995,18580.54544323404,14986.479897465566
9725.173086927929,9510.690017457604,9610.344243460913,10079.909043203188,14617.570666880318,17463.66219932501,18592.904015610166,15026.77316084616
9723.48299211264,9478.174763247087,9594.929617319309,10079.98954243361,14682.726969909208,17456.956225291935,18705.30217599705,15060.586190398739
9694.787683538896,9488.04638409736,9613.312387516762,10060.267516528356,14730.825029936703,17480.047942727928,18636.040315245198,15137.986211190517
9715.21623109698,9481.666038985248,9606.9384642951,10061.566511796525,14752.814432209367,17531.73890579113,18605.309373599852,15068.227448323285
9702.09126143429,9469.560796475422,9597.210228079819,10054.45996105086,14611.421906116566,17458.478112283705,18616.67573047897,15072.713968727336
9690.66311391558,9478.725871416676,9627.412099504398,10055.675301902977,14706.660299218534,17372.447989140623,18702.59578424693,15056.303586433285
9698.417142756885,9453.172793200809,9586.492555509429,10052.872099336459,14616.140016524563,17581.351275203066,18595.92030719406,15050.126701755345
9666.335771534608,9438.305451419164,9612.58409477956,10044.1441596095,14761.617508896557,17464.516171003343,18595.20592704018,14982.089243700319
9675.789249310772,9453.444452225176,9584.226401979648,10046.468365141433,14632.623858857545,17488.161559184104,18582.965891105614,15016.62235058962
9683.01171770845,9474.610786002977,9606.522152572394,10040.905345647385,14713.464813809365,17394.216903180262,18599.993556851354,15031.892772844616
9693.402707357422,9473.906977303324,9614.452386305407,10065.367498590183,14711.911225285627,17479.309574661307,18525.901032939673,15062.135844049239
9680.650192478364,9464.889348245146,9608.746367725815,10077.741082380859,14705.707853360876,17452.11410807008,18605.54538842736,15044.708318410649
9671.628959395002,9462.32517223186,9616.126127216796,10044.826212635819,14689.992420362389,17436.826583518512,18666.791695652017,15050.44982412298
9708.315457574188,9481.69064600944,9641.287263111406,10060.656603002597,14702.119133506467,17538.851377657364,18609.68200243839,15026.485619518526
9700.666288126547,9486.484851065848,9648.497988860861,10080.055778372702,14692.468659573145,17512.519423937603,18678.360072825228,15115.598488104437
9690.877900228792,9479.288139872824,9637.269281044079,10067.11989258211,14820.360353503667,17539.74674338939,18571.16010374736,15021.823661105082
9690.752065703598,9475.728453885247,9636.117053673997,10075.275863565994,14643.275362644072,17452.967103877494,18638.540161438243,15110.483605042538
9688.239724650452,9486.214875351377,9636.273818972773,10058.7448173328,14675.203685170634,17492.81783610767,18627.65714153533,15117.221857131382
9674.659340893457,9442.116779043408,9640.328849726799,10071.463924913984,14679.000455423471,17521.244405980062,18577.732972273967,15076.58529839796
9665.40320118249,9443.175115158461,9625.15726376348,10053.971773508109,14699.418991551065,17446.40523232376,18602.71711117175,15095.499315964884
9642.023777926024,9449.221774918824,9609.796415233703,10033.561844470618,14690.877582141804,17329.154050157347,18506.71661753594,15012.33507791514
9617.965943832734,9431.407938208638,9589.824633697823,10015.946293803476,14676.790158483413,17332.98104587862,18693.364552201165,15080.113229804047
9621.442680124348,9430.363709271189,9625.019298393207,10015.122909605978,14600.302723271356,17391.171871747494,18550.51592251706,15026.011676843196
9601.252421681033,9406.824434444925,9580.284074520323,9990.187286035682,14648.490581945494,17343.338320109702,18638.99381899265,14874.90472133288
9588.713099135579,9392.947312484479,9592.263590829827,9994.345474922082,14569.954839139988,17446.197851975987,18603.74946458321,15005.880230964758
9613.127094151585,9398.371731553107,9602.264632156786,10000.206223135616,14620.507566546785,17363.751903321292,18607.25739682993,15026.82425383439
9604.804941271746,9403.4693107647,9613.197685052635,10007.138854076378,14548.058329975735,17420.943297488284,18650.317606440516,15059.047439295715
9587.917420889495,9405.63595758663,9602.08576250815,10002.474789362763,14664.911960340844,17372.548980499927,18579.706108179103,14991.557422441818
9625.658474541455,9405.676606424111,9601.594554606983,9997.890497903152,14656.725415597075,17379.839824798037,18566.831585349104,14983.250627372163
9588.534337772719,9369.120639922043,9598.00461645234,9982.317293842878,14550.818003348808,17369.00835484455,18583.485139350298,14981.325295473072
9589.725134914252,9360.532569593806,9587.313656842529,9987.678283075322,14443.028753987797,17372.105053342802,18473.955774415514,14989.776604409966
9553.310328946105,9374.200979945126,9564.9071132429,9977.8021651597,14509.465824942628,17371.99320462239,18574.932897575552,14881.740551974102
9598.832378792236,9380.707552521179,9573.764298530412,9976.721723149649,14585.847355254476,17342.2038176699,18595.816027613448,14975.567808871288
9564.267694097587,9382.904312927943,9606.09910769576,9991.412639255106,14588.954066166949,17333.189560862866,18605.804544957315,14981.479507297898
9584.200397906738,9393.482717806271,9625.330676450101,10003.189927835068,14642.722968061918,17412.020641966872,18646.804139009873,15036.946407229283
9595.535956679907,9411.786322792843,9625.712054795405,10007.173856957914,14577.595734108982,17366.125247335727,18544.31078484471,15006.573885379808
9559.916058892133,9389.67531972722,9605.286701668381,9972.105323382304,14507.416512399506,17301.11616509682,18559.849727934783,14955.788129639843
9550.580584079604,9380.303054906855,9585.951206481675,9979.1781896989,14594.969853901264,17420.133533983662,18509.24573926791,14966.446259193635
9573.747843337533,9379.248795023783,9597.70315220932,9973.404152087933,14517.807770040821,17336.822873445093,18658.98138346114,15032.63628749467
9531.478706894897,9352.41024676142,9584.304494603108,9956.613174334236,14557.471178157553,17384.117409528364,18639.82435678469,14977.991960921734
9533.752371748435,9347.659938215416,9577.387241559694,9931.6176510229,14540.71148365555,17258.243988353195,18492.138518232452,14903.160117195766
9522.265279518782,9327.34391436972,9575.385573818172,9927.473216316115,14519.92556102179,17304.882224940047,18581.08325537156,14880.057798140047
9519.49891580285,9346.173438186815,9599.212036596058,9933.47343187465,14525.789551916481,17375.415466266142,18590.16170206949,14995.739532173824
9530.994874967559,9334.56838613525,9577.926395393184,9943.815827014681,14508.493292236491,17362.28346726569,18494.334908002158,14963.33198017613
9511.569453133528,9336.428786833007,9577.228281275933,9912.602464120677,14447.676877822185,17349.62153149944,18700.083596529363,14895.076320096483
9527.684271431033,9314.14858757454,9564.57231418582,9910.842399006231,14561.961177108262,17264.738755388596,18486.161042473253,14904.00181273349
9459.137933927768,9303.788437093954,9542.406777392172,9858.565745002876,14485.908371935815,17261.563483443257,18533.318385970684,14974.891703633226
9459.55459609213,9266.744312342887,9528.148401767618,9864.93154638659,14433.576532926132,17369.68199353526,18594.09992385666,14786.192364228926
9455.796650443077,9284.104931214948,9538.990711380844,9861.39075259746,14405.635381236016,17238.192330284975,18594.179432764922,14760.73567458141
9437.732215937269,9268.371864039487,9532.54651640642,9836.923328216424,14396.52962554348,17343.276656418075,18503.92163011022,14846.25205651476
9432.654441940598,9266.068824945038,9524.853630791267,9835.52128820726,14450.428228624853,17188.689870015893,18558.904828593997,14850.959660403245
9418.472055284237,9222.829783780382,9503.31472830039,9811.137276500236,14396.761912026639,17207.984089721376,18529.925826362192,14861.301211868386
9406.801443554134,9242.614619972768,9498.373956075182,9814.623998918469,14411.238451695051,17205.644186042973,18557.5024182636,14833.568671446124
9418.611143898672,9233.851450607375,9513.457734263748,9802.444399814842,14376.127701447549,17345.899193448724,18507.03001460034,14734.020180860178
9407.00180896714,9243.305912891225,9534.871840978996,9817.532564013069,14434.810657537493,17204.922701711737,18578.674923150887,14879.095317482954
9393.391651857115,9240.436381912206,9525.803601844602,9803.07478826062,14377.343651215735,17217.218045653877,18490.100066156236,14781.502321348235
9390.390757149364,9237.927105399323,9512.363759655356,9806.081444907191,14336.480306638457,17276.38015260593,18533.366985512068,14731.191889557982
9374.579431641028,9221.62857443121,9508.399171147523,9796.03208315192,14420.72292964395,17132.253645013803,18551.349872905874,14823.593546484244
9395.213988722753,9230.36162091805,9527.555213353855,9794.015950654062,14390.825084478583,17155.816943558893,18564.833818779825,14752.78037357403
9374.8213381482,9207.44720575577,9523.095115101158,9787.668700740343,14395.632029389828,17239.40229657455,18433.6217106367,14782.772177543073
9369.741111431327,9217.831826089952,9491.3859496349,9781.81121280385,14244.230281973209,17232.49757152485,18445.368592521518,14790.11233536705
9375.486221663396,9221.743802173574,9501.686499519605,9779.384397556776,14488.421447251192,17227.06286085452,18494.955210161384,14866.146509153637
9376.388642281152,9224.442643371078,9499.829949439281,9768.01149016445,14335.345637324202,17259.55394925436,18557.635687256505,14831.487289157689
9340.696120818071,9213.470147374243,9484.84459313189,9771.034818843124,14363.603910039017,17237.240881033384,18469.39963962169,14783.626355416607
9369.195849399192,9173.487491569611,9474.276865546055,9746.697915544655,14323.720614227726,17250.63321917009,18484.302812149595,14705.770117602646
9301.583561760262,9154.152154059657,9455.275540824516,9717.654399953555,14309.536338600858,17107.751966104246,18460.663887330462,14798.612320338863
9297.015232109272,9149.860447740699,9449.394305932421,9720.73961279677,14308.545032513497,17136.859831021742,18490.23137070888,14717.644744301382
9295.41664446537,9152.50115606597,9444.477781474056,9678.30851030593,14346.468182420806,17127.081346768853,18361.892554298673,14633.76893790703
9275.546916427675,9144.813521537666,9441.129125820526,9673.402437903062,14209.79407711491,17178.520593898975,18411.391371511723,14697.773509868366
9263.266311720216,9108.038179943296,9439.27588607873,9667.006441399182,14281.153494501541,17125.592781461404,18425.166499297477,14696.18596991999
9274.70441515517,9106.018358939911,9432.044793585994,9648.541428338185,14283.094266026765,17083.26040505685,18552.713113310358,14579.583468988403
9259.736259180856,9096.009277781835,9411.181492113847,9638.724069321652,14210.3467899348,17115.68329564604,18410.612126664106,14543.129858270631
9241.804568827212,9102.873939224786,9405.617045742858,9622.568036335044,14266.328853885527,17114.73830877369,18434.657597810565,14685.853236199184
9206.169108652964,9090.603321084582,9406.978786679689,9631.940945184884,14138.199820967946,17008.78057910029,18473.671712027677,14638.888662796475
9238.57494115219,9081.550041511664,9414.750153697985,9639.27913140382,14183.976564958519,17054.33133507438,18437.40179382611,14605.877339792338
9221.437245205818,9070.085324937689,9407.53472207482,9631.980702219484,14158.094606715067,17119.7153027243,18387.412344488617,14602.404710411349
9200.907447643543,9089.790039027048,9393.190456111599,9605.082889060677,14179.225302691839,17023.117972007312,18392.591482069638,14642.534024433331
9212.553491681992,9098.84938687155,9416.557446675824,9624.114098465574,14223.346263656218,17108.906338035158,18442.0469038182,14581.4358702276
9230.697118210535,9095.38111102997,9419.028969513844,9615.383194834623,14270.259756874544,17116.985994423667,18399.790053080724,14647.474470989438
9218.34726212401,9112.579540749162,9413.242119996548,9640.353675540791,14281.041341249445,17072.745007365193,18435.08561583968,14662.57651002451
9199.770226630233,9071.134398427808,9424.72691146816,9615.129320628235,14138.779647159332,17076.48662338992,18441.66802292697,14590.302117293972
9231.29077883031,9067.51939089831,9406.872177806452,9607.144087964869,14215.972889722007,17036.103954699334,18456.072832878148,14490.774955211553
9208.677241726497,9073.940976103888,9394.176461735167,9582.020356026886,14153.18588477454,17079.282290001265,18366.644519248406,14559.532393286214
9198.039780647534,9075.000344438937,9388.902704610191,9589.479641170761,14191.793888174143,17100.054513059502,18440.876611036212,14702.970704930167
9209.814751200234,9065.984020467713,9399.778016294567,9571.219542739864,14258.781525737379,16992.539671225255,18374.979852974575,14619.667670179544
9186.457272162674,9062.21556608577,9416.151695230104,9584.784651630953,14178.919387592492,17056.038907794922,18407.186627142262,14586.157011758556
9168.988032281715,9080.539367220166,9427.468827168921,9580.388914509753,14160.008343083926,17009.382079617004,18298.782079352717,14520.493601431273
9178.435175167431,9052.556534232946,9395.149183251247,9569.905555759482,14136.545776691559,17039.93324268668,18436.024612229157,14516.397212287595
9170.384828784952,9078.699982772705,9386.823796874713,9572.698261473442,14068.749436185566,17028.703197351624,18382.859850572982,14594.880039667718
9155.644660001515,9027.186423700157,9389.9383370955,9558.40133540542,14287.44696000447,17017.777056189545,18370.915363311,14595.937234434416
9154.869440147324,9035.996370175539,9386.8517528622,9520.498723182805,14221.710689011008,17030.46680588552,18317.023371330284,14482.342041496986
9120.27593079707,9014.308108361916,9354.815099111209,9492.342458071129,14077.409174802751,16989.536599160514,18316.493349169945,14473.206080929587
9116.397804421582,9007.652201621086,9356.114068037225,9494.252061009334,14072.905327585924,17064.15375321498,18294.502212930733,14505.8359628074
9094.703712304925,9023.8505919649,9355.800394783653,9478.029584864888,14164.076588367167,17051.34055557665,18341.647846816104,14504.778314896468
9110.04600947292,9036.716360653596,9389.55865336266,9508.260276651257,14124.88716345049,16946.706615700605,18447.817146903773,14498.653168818324
9115.319192536286,9013.011303216781,9360.36028266927,9486.993470049829,14082.712523114395,17005.93429482277,18389.313935254584,14492.224519324765
9108.301500944195,9008.415702864948,9364.959095880473,9460.369749505699,14009.733023224859,17024.335825823004,18323.93903537321,14396.27803250418
9091.135747734084,9007.058895434444,9357.198276057385,9441.204018823262,14094.360515424352,16966.28689356288,18399.27348458743,14490.589678611215
9091.12948594516,9001.797452996067,9366.430124565566,9457.026768214599,14085.098307376737,16960.927815141516,18261.677663366536,14429.690818858315
9090.407465778408,9012.579111374964,9381.288739422562,9470.745575576286,14084.792175510624,17068.438175231113,18387.099253721397,14482.124686749758
9082.864290297435,8996.600881835195,9367.157457447964,9483.466446242537,14067.465757563436,17043.13567498556,18386.84639554739,14463.70188336157
9103.321998563522,9038.205683229771,9374.555565627947,9454.862610452827,14060.459827771538,17042.372910979728,18385.74672672612,14301.996270738628
9113.610045548114,9032.855483090096,9389.133827558104,9469.154545313673,14142.16026855658,17061.64873708152,18357.852333414045,14483.814415265113
9110.472798403567,9016.465398006521,9383.920702219431,9460.893602470478,14088.894178737502,17013.441754552332,18381.970734817103,14501.679316642912
9075.545323295544,8995.218435985787,9365.310920136524,9440.666906602872,14016.974734921563,17054.858517243632,18366.731132181463,14444.147037854656
9100.006842021918,8991.569373481028,9369.128614400644,9444.78479013984,14002.398095780614,17037.72888345282,18323.04347894079,14391.202541171579
9088.914518627722,9028.63594042666,9374.348463879855,9426.067770426149,14178.200874119453,16992.958896765642,18377.975374952715,14364.441249851236
9079.782118828049,9015.960997013295,9334.13596381812,9434.203741207344,14068.284358563444,17089.454351491666,18348.336818563257,14481.6567933777
9073.830062102463,8984.822471432273,9353.031080648885,9417.923819593763,14006.55897337582,16989.860544423074,18330.43851271304,14357.698780574605
9068.872919571491,8997.54600385217,9375.880777117074,9402.4694515324,14099.302160537834,16904.513461770923,18318.23816363288,14394.525524634415
9067.817554191248,8978.389978287665,9368.283223432523,9409.343168372116,14084.715317245633,16984.473507299725,18332.27959819259,14408.03774306823
9056.051272731649,9010.370677408107,9340.899899494101,9385.282425239697,14025.808615133748,16965.71708221555,18328.28666364367,14517.864002085244
9054.638014714345,9011.742494033762,9383.65196444499,9416.133692540736,14193.26674695799,17056.336046596596,18344.743843615473,14421.431660766753
9071.485675486687,9016.025923874871,9391.417171503954,9414.007861054966,14001.003655229897,17039.713734975154,18447.626245847005,14429.28633964099
9046.011425632243,8980.40807707279,9370.235952055777,9390.931683712248,14068.27139575411,17018.18064697648,18273.207040714417,14378.23173042501
9032.391449051393,9002.734473642819,9344.968229715309,9385.502423677886,14011.73471104337,17017.304585268994,18234.029708251874,14410.46920106602
9014.32290114341,8958.823173927154,9316.726371681289,9356.96397094989,14029.725601151455,16965.629001104553,18429.873139425425,14320.61919626552
9020.134738489844,8964.084033146339,9329.362725687248,9329.857546267682,13979.931202561893,16941.80248144575,18304.29394084678,14334.478878872284
9005.386375151089,8970.208496183544,9316.355050389979,9321.590142221827,14065.991409366277,16966.510941512654,18309.892610349783,14370.11856358911
9000.800552812774,8945.434892964206,9319.42072574313,9339.061728403587,13989.519482054013,16877.57655463115,18265.024442782942,14403.250356831366
8987.375277752804,8932.969113294117,9301.534298536702,9321.198708277938,14039.170951597242,16987.803099711466,18318.01803624041,14310.999648911926
8975.082191470141,8943.885166735412,9309.44115509392,9298.647381246219,13948.732963495115,16903.71892694843,18377.36975232853,14375.823702863458
8976.200396277576,8943.079099260029,9301.085477626608,9303.985944968555,14033.313065989782,16971.99622597587,18200.37861512059,14280.177898210937
8991.374856062235,8944.560694418436,9317.166476839979,9296.21443248894,13948.056495647075,16999.384473506667,18302.047223679667,14301.8967026169
8960.36142156148,8952.012244982441,9319.616862318024,9286.10936370466,14022.817856395708,16918.77344690547,18381.203728241202,14328.872096963292
8948.873839986798,8927.574672568242,9322.41645082902,9259.047473757375,14017.336574716743,16959.083051304,18267.58451267009,14362.478627085049
8964.004521828208,8935.687485853477,9286.739802366374,9274.054249340988,13929.497638897124,16946.782376078096,18219.55611688087,14259.46787439375
8962.699310608386,8958.72400742993,9314.336670300363,9276.078882920589,13937.402087019782,16930.104967134583,18256.641100898345,14272.693211988011
8948.333742292414,8950.844614330967,9305.39658285165,9245.358250927326,14003.53742504069,16933.020263529335,18293.403683203192,14188.430787572335
8967.295839071829,8931.478422593882,9283.688872537203,9253.811206147791,14027.00404405349,16945.033358899986,18236.30968245011,14170.135382779397
8950.59213195205,8955.39100629343,9292.35631069154,9281.661473817498,13924.37816417882,16962.90895763012,18291.787482834916,14202.115426262262
8960.558383664827,8960.6766657889,9310.248296309217,9243.112852539738,13971.478621921215,16933.98502336466,18350.333061496098,14220.444414012243
8952.092321726559,8946.574094987322,9300.126098081946,9255.849164020181,13908.344681763836,16926.082773909155,18306.936455168314,14237.398035572927
8967.801837982017,8943.054056886427,9290.266763767733,9243.769283283114,14013.32230389883,16944.99520194961,18270.116107903155,14198.99073498477
8915.328330862138,8939.813230571322,9295.303203414072,9233.21428808286,13865.477687047569,16881.557110700094,18407.9027357798,14219.40661708407
8915.187073702482,8920.783785576361,9297.723523678844,9216.83399572128,13926.481406647494,16918.800403129037,18335.9591630449,14213.581968521432
8929.783121920644,8922.04190732177,9290.613630491323,9208.021331467251,13992.497740030945,16977.427145575017,18306.744991230364,14271.978137485383
8936.52340184986,8948.857291533051,9300.048289310615,9225.684359055564,13995.643622022546,16997.903142242096,18276.461613169886,14388.270130941703
8944.885805398882,8935.710489133045,9288.395437620604,9225.160065251717,13934.581518796507,17019.13743761646,18348.09157259414,14155.818940272746
8927.319486991493,8903.986228061949,9285.826044398014,9192.194730932168,13932.765341308224,16875.033359919453,18316.694335733653,14197.99472879075
8938.25822925639,8931.709893305124,9306.458106872746,9175.427278587196,13949.0340147513,17063.214909524522,18297.765129271476,14177.087351255019
8903.82498396278,8922.09142856838,9285.708445399308,9185.013289210954,13944.607452563581,16945.701817425732,18267.929694125087,14189.267430714779
8908.706317244196,8889.412171202373,9281.984153982861,9164.205707523584,13987.21790531894,16991.263644154085,18221.86523183334,14200.356158905017
8904.898571534157,8918.266411692486,9271.023345633785,9161.072956992566,13978.204514297273,16844.713561896446,18233.68287316232,14133.028307725077
8918.473265658213,8940.810272366603,9279.71607446445,9184.195553811775,13786.368575691024,16870.915567234828,18222.103776586093,14202.426818993355
8904.99094292278,8943.03633521338,9309.053474008886,9195.028191803502,13949.458280844785,16944.743202426333,18276.63132828482,14182.418793926672
8914.298092382682,8916.144901826003,9312.983406358833,9169.199024676715,13941.149908003075,17047.545364332767,18416.598734751034,14276.938716176446
8916.274615022481,8911.445423577432,9283.352339535017,9171.844879016331,13950.164891510163,16890.496525741473,18195.4934123796,14173.956342469619
8897.305426919804,8941.567773233415,9278.618855982266,9153.622957142617,13934.123731014352,16883.82880848604,18295.745597720565,14172.546955394417
8906.366676785565,8962.463001098651,9273.518694149425,9135.765121174056,13964.195062531207,16937.918478220625,18325.735042349006,14192.63871128712
8914.586355142088,8931.335666031306,9292.916028256448,9149.185831356861,13921.754318963209,16912.282908116485,18296.424654838644,14179.024455215484
8906.56026890921,8943.971451865622,9278.002050160412,9147.42943893022,13901.928276123508,16895.013502403934,18319.653780311426,14126.462758100506
8911.658581319036,8931.75510288139,9282.727895490869,9139.392975445164,13833.820509263662,16846.818887070633,18189.11970542241,14098.617406447487
8908.396210996461,8962.476434139842,9289.620166977222,9137.150627010295,13863.339694273684,16923.211659066947,18298.700691540922,14170.760499811191
8918.614202358796,8938.935860705069,9280.417869427043,9151.177063813635,13950.304865802174,16899.59531579205,18230.38495735498,14058.995210199186
8922.373081434525,8962.236003400643,9311.330988511234,9154.791726924075,13848.81787077242,16956.98520236967,18270.837024069973,14166.83136626296
8911.66224761405,8961.536750564437,9311.149538788142,9130.703353403655,13966.574416767038,16797.37183278246,18306.40444093464,14080.685483753039
8914.9821453449,8940.12851172735,9308.414221878003,9106.3091801063,13939.743227310462,16909.896939947528,18241.248644757205,14032.465993186475
8916.973442161407,8971.726509264923,9316.480071395448,9136.587619223681,14000.388453077268,17001.620748248173,18282.265466579305,14158.887003134187
8941.174355456373,8974.496662473408,9314.501119452852,9153.15853226487,13974.225076623803,16901.403609508394,18301.855000355845,14199.035971729329
8918.636676870168,8990.350084611331,9301.244025762655,9134.879073039605,13928.245528424908,16941.594758038093,18396.09555995679,14125.221294694622
8938.948129113389,9013.789494951028,9343.254829064625,9137.8132766053,13954.337745691248,17072.282801923597,18268.591711429406,14063.159501168659
8933.116028537253,8975.71719973222,9323.544558597656,9105.372604251126,13906.536996380011,17032.49550442741,18350.323229563066,14146.776435002423
8907.725966981952,8976.639744087903,9318.972990436865,9110.257572028093,13844.31950701036,16972.580188057946,18235.30791375416,14031.908837136478
8894.680351004186,8917.313309695359,9296.217543825738,9079.090662104529,13935.489537786612,16956.95388859788,18246.12631143946,14129.262987696575
8888.606365395905,8961.468466209108,9304.948346842244,9081.058690929924,13808.795988690625,16940.883419427995,18364.40970374331,13999.243553384571
8881.143852900921,8936.96778652141,9266.830927270712,9053.564130069724,13875.782510211828,16887.49141921711,18186.358474327848,14021.27903695737
8893.789806393412,8950.701624384064,9294.61125091964,9069.156525040216,13943.480637825318,16941.609484629702,18305.07324165643,14073.553571954802
8875.207143273034,8949.047133936907,9265.351234430047,9028.809847216131,13910.5913597561,16911.47356558011,18319.004263072165,14043.736170153978
8880.612349446918,8956.252663180714,9265.016466333806,9053.912100664224,13865.519590485872,16957.46148091313,18251.42844090084,14099.94549994598
8885.621780371388,8962.939983582357,9285.150142769147,9046.202566332156,13828.30408596254,17081.90075087925,18182.20608237929,14009.293931719772
8878.604169003718,8952.337643226738,9272.569703788198,9036.735691412607,13868.809384229988,16913.32198000099,18193.381409414626,14090.993731640563
8877.495946355388,8955.206460880074,9259.276601395062,9023.91252072699,13909.407344389838,16980.188151526963,18196.912102763228,14071.384319682204
8853.853784176163,8905.907405414167,9242.881237552101,8993.2619918294,13807.061336553386,16915.96789902138,18267.498683730642,13967.412585387103
8841.623755650862,8920.838720993394,9242.441015191853,8986.125058561629,13785.987096222523,16979.418182037796,18279.214628870686,14025.863357127188
8862.270219836128,8947.925465845621,9260.80407073917,8993.708068720927,13788.22913962488,16947.95661413388,18256.39737301707,13981.389367655605
8832.535736459793,8921.06082206165,9228.949338730046,8972.03906373664,13812.554861543089,17059.328653256445,18178.242939627067,14020.877360798324
8828.893448331703,8929.64234889975,9248.652063559779,8958.583027058918,13790.33098551403,16939.98237641645,18259.533509761517,13944.741700068049
8804.632683807535,8922.110533025032,9202.438985464256,8941.467027540413,13765.304490065055,16863.030188659402,18190.98512100076,14038.51737391943
8794.18633976729,8900.769537487029,9188.01903959468,8921.430963112058,13831.941595999051,16916.71944026831,18163.27390154717,13897.03307667484
8821.24754237702,8925.576679642962,9220.94018919171,8944.938284841506,13847.239639217983,16922.924709957417,18232.51416570238,13952.96690268634
8828.444299261666,8915.251492425701,9247.653899550714,8939.175905995282,13771.201928921413,16934.40585047961,18261.028642054232,13871.146677625105
8825.31922037184,8933.339188554364,9226.161261561565,8931.311259565957,13784.702083094384,17052.844083303124,18143.603856792975,13948.547378341373
8837.997888632673,8929.40606125221,9239.418709853278,8920.349975834555,13810.13848968781,16944.458046157346,18244.63539259241,13974.62358850869
8832.667036956009,8938.685406631776,9238.112566655285,8940.586848768446,13930.330071537554,16985.39067632203,18200.45226836557,13896.519962532358
8830.104906368215,8934.97832913609,9236.522719385215,8930.761014042992,13862.20965371788,16929.973664379788,18234.55237079571,13946.570746380305
8849.35367724431,8958.676572967486,9225.479272121207,8934.762876516907,13808.532830910988,16898.700071523126,18175.4246091677,13982.615523343264
8824.90787615345,8924.967610903654,9236.760683581571,8938.573198550352,13806.649904577249,16838.634041621695,18221.981069809728,13937.404035365049
8831.031352711638,8935.76441985776,9209.667269081014,8927.842220127122,13818.745638481823,17064.225379626467,18174.74153503115,13927.519105808447
8820.250614313065,8925.580288870617,9220.159264909042,8905.55806397882,13811.0359969128,16849.84383968116,18192.619788470216,13867.051002503511
8813.208419290628,8923.849659903512,9232.93005159935,8891.21608036072,13903.437965842002,16956.174041273724,18311.611721112306,13905.926595141575
8827.862007070107,8944.925846813785,9228.951513589347,8891.166199574363,13849.445261110051,16872.09788928277,18202.10862408577,13873.713062307872
8794.007704861953,8923.73181591284,9209.727206387684,8891.035047598403,13808.074883965724,16877.551402431516,18209.803433672365,13955.733316267891
8784.578251066347,8920.791460916353,9196.6736739402,8860.520967249788,13752.600098009158,16906.69805555732,18270.384986138728,13842.262330530022
8748.41802001888,8882.001264126686,9182.348173650902,8828.362514496397,13755.641889296234,16889.207329396475,18125.081887696295,13836.709142146112
8772.50612212662,8897.960797327718,9185.094005289304,8865.73233527312,13815.498919598058,16904.199488896633,18123.064820765736,13797.892523558794
8806.216757251132,8910.742422570629,9203.063695732808,8853.438590673088,13806.118878942343,16955.309562991668,18181.955090509935,13923.46455442041
